,element,event,value
10971,214,7,44
10972,214,8,44
10973,214,9,44
10974,214,10,44
10975,214,11,44
10976,214,12,44
10977,214,13,44
10978,214,14,44
10979,214,15,44
10980,214,16,44
10981,214,17,44
10982,214,18,44
10983,214,19,44
10984,214,20,44
10985,214,21,44
10986,214,22,43
10987,214,23,43
10988,214,24,43
10989,214,25,43
10990,214,26,43
10991,214,27,43
10992,214,28,43
10993,214,29,43
10994,214,30,43
10995,214,31,43
10996,214,32,43
10997,214,33,43
10998,214,34,43
10999,214,35,43
11000,214,36,43
11001,214,37,43
11002,214,38,43
11003,215,1,45
11004,215,2,45
11005,215,3,45
11006,215,4,45
11007,215,5,45
11008,215,6,45
11009,215,7,45
11010,215,8,45
11011,215,9,45
11012,215,10,45
11013,215,11,45
11014,215,12,45
11015,215,13,45
11016,215,14,45
11017,215,15,45
11018,215,16,45
11019,215,17,45
11020,215,18,45
11021,215,19,45
11022,215,20,45
11023,215,21,45
11024,215,22,45
11025,215,23,45
11026,215,24,45
11027,215,25,45
11028,215,26,45
11029,215,27,45
11030,215,28,45
11031,215,29,45
11032,215,30,45
11033,215,31,45
11034,215,32,45
11035,215,33,45
11036,215,34,46
11037,215,35,46
11038,215,36,46
11039,215,37,45
11040,215,38,45
11041,216,1,45
11042,216,2,45
11043,216,3,44
11044,216,4,44
11045,216,5,43
11046,216,6,43
11047,216,7,43
11048,216,8,43
11049,216,9,42
11050,216,10,42
11051,216,11,42
11052,216,12,42
11053,216,13,42
11054,216,14,42
11055,216,15,42
11056,216,16,42
11057,216,17,42
11058,216,18,42
11059,216,19,42
11060,216,20,42
11061,216,21,41
11062,216,22,41
11063,216,23,41
11064,216,24,41
11065,216,25,41
11066,216,26,41
11067,216,27,41
11068,216,28,41
11069,216,29,41
11070,216,30,41
11071,216,31,41
11072,216,32,41
11073,216,33,41
11074,216,34,41
11075,216,35,41
11076,216,36,41
11077,216,37,41
11078,216,38,41
11079,217,1,45
11080,217,2,45
11081,217,3,44
11082,217,4,44
11083,217,5,43
11084,217,6,43
11085,217,7,43
11086,217,8,43
11087,217,9,43
11088,217,10,42
11089,217,11,42
11090,217,12,42
11091,217,13,42
11092,217,14,42
11093,217,15,42
11094,217,16,42
11095,217,17,42
11096,217,18,42
11097,217,19,42
11098,217,20,42
11099,217,21,42
11100,217,22,42
11101,217,23,42
11102,217,24,42
11103,217,25,42
11104,217,26,42
11105,217,27,42
11106,217,28,42
11107,217,29,42
11108,217,30,42
11109,217,31,42
11110,217,32,42
11111,217,33,42
11112,217,34,42
11113,217,35,42
11114,217,36,42
11115,217,37,42
11116,217,38,42
11117,218,1,40
11118,218,2,40
11119,218,3,40
11120,218,4,40
11121,218,5,40
11122,218,6,39
11123,218,7,39
11124,218,8,39
11125,218,9,39
11126,218,10,39
11127,218,11,39
11128,218,12,39
11129,218,13,39
11130,218,14,39
11131,218,15,39
11132,218,16,39
11133,218,17,39
11134,218,18,39
11135,218,19,39
11136,218,20,39
11137,218,21,39
11138,218,22,39
11139,218,23,39
11140,218,24,39
11141,218,25,39
11142,218,26,39
11143,218,27,39
11144,218,28,39
11145,218,29,39
11146,218,30,39
11147,218,31,39
11148,218,32,39
11149,218,33,39
11150,218,34,39
11151,218,35,39
11152,218,36,39
11153,218,37,39
11154,218,38,39
11155,219,1,50
11156,219,2,50
11157,219,3,50
11158,219,4,50
11159,219,5,50
11160,219,6,50
11161,219,7,50
11162,219,8,50
11163,219,9,50
11164,219,10,50
11165,219,11,50
11166,219,12,51
11167,219,13,51
11168,219,14,52
11169,219,15,52
11170,219,16,52
11171,219,17,52
11172,219,18,51
11173,219,19,51
11174,219,20,51
11175,219,21,51
11176,219,22,51
11177,219,23,51
11178,219,24,51
11179,219,25,50
11180,219,26,50
11181,219,27,50
11182,219,28,50
11183,219,29,50
11184,219,30,50
11185,219,31,50
11186,219,32,50
11187,219,33,51
11188,219,34,51
11189,219,35,51
11190,219,36,50
11191,219,37,50
11192,219,38,50
11193,220,1,55
11194,220,2,55
11195,220,3,55
11196,220,4,55
11197,220,5,55
11198,220,6,55
11199,220,7,55
11200,220,8,55
11201,220,9,55
11202,220,10,55
11203,220,11,55
11204,220,12,55
11205,220,13,54
11206,220,14,54
11207,220,15,54
11208,220,16,54
11209,220,17,54
11210,220,18,54
11211,220,19,54
11212,220,20,54
11213,220,21,54
11214,220,22,54
11215,220,23,54
11216,220,24,54
11217,220,25,54
11218,220,26,54
11219,220,27,54
11220,220,28,54
11221,220,29,54
11222,220,30,54
11223,220,31,54
11224,220,32,54
11225,220,33,54
11226,220,34,54
11227,220,35,54
11228,220,36,54
11229,220,37,54
11230,220,38,54
11231,221,1,50
11232,221,2,50
11233,221,3,51
11234,221,4,51
11235,221,5,51
11236,221,6,51
11237,221,7,51
11238,221,8,51
11239,221,9,51
11240,221,10,51
11241,221,11,50
11242,221,12,50
11243,221,13,50
11244,221,14,50
11245,221,15,51
11246,221,16,51
11247,221,17,51
11248,221,18,51
11249,221,19,51
11250,221,20,52
11251,221,21,52
11252,221,22,53
11253,221,23,53
11254,221,24,53
11255,221,25,53
11256,221,26,53
11257,221,27,54
11258,221,28,54
11259,221,29,54
11260,221,30,54
11261,221,31,54
11262,221,32,54
11263,221,33,54
11264,221,34,54
11265,221,35,54
11266,221,36,54
11267,221,37,53
11268,221,38,53
11269,222,1,50
11270,222,2,50
11271,222,3,50
11272,222,4,50
11273,222,5,49
11274,222,6,49
11275,222,7,49
11276,222,8,49
11277,222,9,48
11278,222,10,48
11279,222,11,48
11280,222,12,48
11281,222,13,48
11282,222,14,48
11283,222,15,48
11284,222,16,48
11285,222,17,48
11286,222,18,48
11287,222,19,48
11288,222,20,48
11289,222,21,48
11290,222,22,48
11291,222,23,48
11292,222,24,48
11293,222,25,48
11294,222,26,48
11295,222,27,48
11296,222,28,48
11297,222,29,48
11298,222,30,48
11299,222,31,48
11300,222,32,48
11301,222,33,48
11302,222,34,48
11303,222,35,48
11304,222,36,48
11305,222,37,48
11306,222,38,48
11307,224,1,55
11308,224,2,54
11309,224,3,54
11310,224,4,53
11311,224,5,53
11312,224,6,53
11313,224,7,53
11314,224,8,53
11315,224,9,52
11316,224,10,52
11317,224,11,52
11318,224,12,52
11319,224,13,52
11320,224,14,51
11321,224,15,51
11322,224,16,51
11323,224,17,51
11324,224,18,51
11325,224,19,51
11326,224,20,51
11327,224,21,51
11328,224,22,51
11329,224,23,51
11330,224,24,51
11331,224,25,51
11332,224,26,51
11333,224,27,51
11334,224,28,51
11335,224,29,51
11336,224,30,51
11337,224,31,51
11338,224,32,51
11339,224,33,51
11340,224,34,51
11341,224,35,51
11342,224,36,51
11343,224,37,51
11344,224,38,51
11345,225,1,55
11346,225,2,55
11347,225,3,55
11348,225,4,55
11349,225,5,55
11350,225,6,55
11351,225,7,55
11352,225,8,55
11353,225,9,54
11354,225,10,54
11355,225,11,54
11356,225,12,54
11357,225,13,54
11358,225,14,54
11359,225,15,54
11360,225,16,54
11361,225,17,54
11362,225,18,54
11363,225,19,54
11364,225,20,54
11365,225,21,54
11366,225,22,54
11367,225,23,54
11368,225,24,54
11369,225,25,54
11370,225,26,54
11371,225,27,54
11372,225,28,54
11373,225,29,54
11374,225,30,54
11375,225,31,54
11376,225,32,54
11377,225,33,54
11378,225,34,54
11379,225,35,54
11380,225,36,54
11381,225,37,54
11382,225,38,54
11383,226,1,45
11384,226,2,45
11385,226,3,45
11386,226,4,45
11387,226,5,45
11388,226,6,45
11389,226,7,45
11390,226,8,45
11391,226,9,44
11392,226,10,44
11393,226,11,44
11394,226,12,44
11395,226,13,44
11396,226,14,44
11397,226,15,44
11398,226,16,43
11399,226,17,43
11400,226,18,43
11401,226,19,43
11402,226,20,43
11403,226,21,43
11404,226,22,43
11405,226,23,43
11406,226,24,43
11407,226,25,43
11408,226,26,43
11409,226,27,43
11410,226,28,43
11411,226,29,43
11412,226,30,43
11413,226,31,43
11414,226,32,43
11415,226,33,43
11416,226,34,43
11417,226,35,43
11418,226,36,43
11419,226,37,43
11420,226,38,43
11421,227,1,50
11422,227,2,50
11423,227,3,50
11424,227,4,50
11425,227,5,50
11426,227,6,49
11427,227,7,49
11428,227,8,49
11429,227,9,49
11430,227,10,49
11431,227,11,49
11432,227,12,49
11433,227,13,49
11434,227,14,49
11435,227,15,49
11436,227,16,49
11437,227,17,49
11438,227,18,49
11439,227,19,49
11440,227,20,49
11441,227,21,49
11442,227,22,49
11443,227,23,49
11444,227,24,49
11445,227,25,49
11446,227,26,49
11447,227,27,49
11448,227,28,49
11449,227,29,49
11450,227,30,49
11451,227,31,49
11452,227,32,49
11453,227,33,49
11454,227,34,49
11455,227,35,49
11456,227,36,49
11457,227,37,49
11458,227,38,49
11459,228,1,50
11460,228,2,50
11461,228,3,49
11462,228,4,49
11463,228,5,48
11464,228,6,48
11465,228,7,48
11466,228,8,48
11467,228,9,48
11468,228,10,47
11469,228,11,47
11470,228,12,47
11471,228,13,47
11472,228,14,47
11473,228,15,47
11474,228,16,47
11475,228,17,47
11476,228,18,47
11477,228,19,47
11478,228,20,47
11479,228,21,47
11480,228,22,47
11481,228,23,47
11482,228,24,47
11483,228,25,47
11484,228,26,47
11485,228,27,47
11486,228,28,47
11487,228,29,47
11488,228,30,47
11489,228,31,47
11490,228,32,47
11491,228,33,47
11492,228,34,47
11493,228,35,47
11494,228,36,47
11495,228,37,47
11496,228,38,47
11497,229,1,45
11498,229,2,45
11499,229,3,45
11500,229,4,45
11501,229,5,45
11502,229,6,45
11503,229,7,44
11504,229,8,44
11505,229,9,44
11506,229,10,44
11507,229,11,44
11508,229,12,44
11509,229,13,44
11510,229,14,44
11511,229,15,44
11512,229,16,44
11513,229,17,44
11514,229,18,44
11515,229,19,44
11516,229,20,44
11517,229,21,44
11518,229,22,44
11519,229,23,44
11520,229,24,44
11521,229,25,44
11522,229,26,44
11523,229,27,44
11524,229,28,44
11525,229,29,44
11526,229,30,44
11527,229,31,44
11528,229,32,44
11529,229,33,44
11530,229,34,44
11531,229,35,44
11532,229,36,44
11533,229,37,44
11534,229,38,44
11535,230,1,45
11536,230,2,45
11537,230,3,45
11538,230,4,44
11539,230,5,44
11540,230,6,44
11541,230,7,44
11542,230,8,44
11543,230,9,44
11544,230,10,44
11545,230,11,44
11546,230,12,43
11547,230,13,43
11548,230,14,43
11549,230,15,43
11550,230,16,43
11551,230,17,43
11552,230,18,43
11553,230,19,43
11554,230,20,43
11555,230,21,43
11556,230,22,43
11557,230,23,43
11558,230,24,43
11559,230,25,43
11560,230,26,43
11561,230,27,43
11562,230,28,43
11563,230,29,43
11564,230,30,43
11565,230,31,43
11566,230,32,43
11567,230,33,43
11568,230,34,43
11569,230,35,43
11570,230,36,43
11571,230,37,43
11572,230,38,43
11573,231,1,50
11574,231,2,50
11575,231,3,50
11576,231,4,50
11577,231,5,49
11578,231,6,49
11579,231,7,49
11580,231,8,49
11581,231,9,48
11582,231,10,48
11583,231,11,48
11584,231,12,48
11585,231,13,48
11586,231,14,48
11587,231,15,48
11588,231,16,48
11589,231,17,48
11590,231,18,48
11591,231,19,48
11592,231,20,47
11593,231,21,47
11594,231,22,47
11595,231,23,47
11596,231,24,47
11597,231,25,47
11598,231,26,47
11599,231,27,47
11600,231,28,47
11601,231,29,47
11602,231,30,47
11603,231,31,47
11604,231,32,47
11605,231,33,47
11606,231,34,47
11607,231,35,47
11608,231,36,47
11609,231,37,47
11610,231,38,47
11611,232,1,50
11612,232,2,49
11613,232,3,49
11614,232,4,48
11615,232,5,48
11616,232,6,48
11617,232,7,48
11618,232,8,47
11619,232,9,47
11620,232,10,47
11621,232,11,47
11622,232,12,47
11623,232,13,47
11624,232,14,47
11625,232,15,46
11626,232,16,46
11627,232,17,46
11628,232,18,46
11629,232,19,46
11630,232,20,46
11631,232,21,46
11632,232,22,46
11633,232,23,46
11634,232,24,46
11635,232,25,46
11636,232,26,46
11637,232,27,46
11638,232,28,46
11639,232,29,46
11640,232,30,46
11641,232,31,46
11642,232,32,46
11643,232,33,46
11644,232,34,46
11645,232,35,46
11646,232,36,46
11647,232,37,46
11648,232,38,46
11649,233,1,65
11650,233,2,65
11651,233,3,65
11652,233,4,65
11653,233,5,66
11654,233,6,67
11655,233,7,68
11656,233,8,69
11657,233,9,70
11658,233,10,70
11659,233,11,70
11660,233,12,69
11661,233,13,68
11662,233,14,68
11663,233,15,68
11664,233,16,68
11665,233,17,68
11666,233,18,68
11667,233,19,68
11668,233,20,68
11669,233,21,68
11670,233,22,68
11671,233,23,67
11672,233,24,67
11673,233,25,66
11674,233,26,66
11675,233,27,66
11676,233,28,66
11677,233,29,67
11678,233,30,67
11679,233,31,68
11680,233,32,68
11681,233,33,68
11682,233,34,69
11683,233,35,68
11684,233,36,67
11685,233,37,67
11686,233,38,66
11687,234,1,90
11688,234,2,90
11689,234,3,89
11690,234,4,89
11691,234,5,89
11692,234,6,89
11693,234,7,89
11694,234,8,89
11695,234,9,90
11696,234,10,90
11697,234,11,90
11698,234,12,90
11699,234,13,90
11700,234,14,89
11701,234,15,89
11702,234,16,89
11703,234,17,88
11704,234,18,88
11705,234,19,88
11706,234,20,89
11707,234,21,89
11708,234,22,89
11709,234,23,89
11710,234,24,88
11711,234,25,88
11712,234,26,88
11713,234,27,88
11714,234,28,88
11715,234,29,89
11716,234,30,89
11717,234,31,91
11718,234,32,90
11719,234,33,91
11720,234,34,92
11721,234,35,90
11722,234,36,90
11723,234,37,90
11724,234,38,90
11725,235,1,55
11726,235,2,55
11727,235,3,54
11728,235,4,54
11729,235,5,54
11730,235,6,54
11731,235,7,53
11732,235,8,53
11733,235,9,53
11734,235,10,53
11735,235,11,53
11736,235,12,52
11737,235,13,52
11738,235,14,52
11739,235,15,52
11740,235,16,52
11741,235,17,52
11742,235,18,52
11743,235,19,52
11744,235,20,52
11745,235,21,52
11746,235,22,52
11747,235,23,52
11748,235,24,52
11749,235,25,52
11750,235,26,52
11751,235,27,52
11752,235,28,52
11753,235,29,52
11754,235,30,52
11755,235,31,52
11756,235,32,52
11757,235,33,52
11758,235,34,52
11759,235,35,52
11760,235,36,52
11761,235,37,51
11762,235,38,51
11763,236,1,60
11764,236,2,60
11765,236,3,60
11766,236,4,60
11767,236,5,59
11768,236,6,59
11769,236,7,59
11770,236,8,59
11771,236,9,59
11772,236,10,59
11773,236,11,59
11774,236,12,59
11775,236,13,59
11776,236,14,59
11777,236,15,59
11778,236,16,59
11779,236,17,59
11780,236,18,59
11781,236,19,59
11782,236,20,59
11783,236,21,58
11784,236,22,58
11785,236,23,58
11786,236,24,57
11787,236,25,57
11788,236,26,57
11789,236,27,57
11790,236,28,57
11791,236,29,57
11792,236,30,57
11793,236,31,57
11794,236,32,57
11795,236,33,57
11796,236,34,57
11797,236,35,57
11798,236,36,57
11799,236,37,57
11800,236,38,57
11801,457,1,45
11802,457,2,45
11803,457,3,45
11804,457,4,45
11805,457,5,44
11806,457,6,44
11807,457,7,44
11808,457,8,44
11809,457,9,44
11810,457,10,44
11811,457,11,44
11812,457,12,44
11813,457,13,44
11814,457,14,44
11815,457,15,44
11816,457,16,44
11817,457,17,43
11818,457,18,43
11819,457,19,43
11820,457,20,43
11821,457,21,43
11822,457,22,43
11823,457,23,43
11824,457,24,43
11825,457,25,43
11826,457,26,43
11827,457,27,43
11828,457,28,43
11829,457,29,43
11830,457,30,43
11831,457,31,43
11832,457,32,43
11833,457,33,43
11834,457,34,43
11835,457,35,43
11836,457,36,43
11837,457,37,43
11838,457,38,43
11839,492,1,55
11840,492,2,55
11841,492,3,54
11842,492,4,53
11843,492,5,53
11844,492,6,53
11845,492,7,53
11846,492,8,53
11847,492,9,53
11848,492,10,53
11849,492,11,52
11850,492,12,52
11851,492,13,52
11852,492,14,51
11853,492,15,51
11854,492,16,51
11855,492,17,51
11856,492,18,51
11857,492,19,51
11858,492,20,51
11859,492,21,51
11860,492,22,51
11861,492,23,51
11862,492,24,51
11863,492,25,50
11864,492,26,50
11865,492,27,50
11866,492,28,50
11867,492,29,50
11868,492,30,50
11869,492,31,50
11870,492,32,50
11871,492,33,50
11872,492,34,50
11873,492,35,50
11874,492,36,50
11875,492,37,50
11876,492,38,50
11877,501,1,50
11878,501,2,50
11879,501,3,50
11880,501,4,50
11881,501,5,50
11882,501,6,50
11883,501,7,50
11884,501,8,50
11885,501,9,50
11886,501,10,50
11887,501,11,50
11888,501,12,50
11889,501,13,50
11890,501,14,50
11891,501,15,50
11892,501,16,50
11893,501,17,50
11894,501,18,50
11895,501,19,50
11896,501,20,50
11897,501,21,50
11898,501,22,50
11899,501,23,50
11900,501,24,50
11901,501,25,50
11902,501,26,50
11903,501,27,50
11904,501,28,50
11905,501,29,50
11906,501,30,50
11907,501,31,50
11908,501,32,50
11909,501,33,50
11910,501,34,50
11911,501,35,50
11912,501,36,50
11913,501,37,50
11914,501,38,50
11915,515,1,50
11916,515,2,50
11917,515,3,50
11918,515,4,50
11919,515,5,50
11920,515,6,50
11921,515,7,50
11922,515,8,50
11923,515,9,49
11924,515,10,49
11925,515,11,49
11926,515,12,49
11927,515,13,49
11928,515,14,49
11929,515,15,49
11930,515,16,49
11931,515,17,49
11932,515,18,49
11933,515,19,49
11934,515,20,49
11935,515,21,49
11936,515,22,49
11937,515,23,49
11938,515,24,49
11939,515,25,49
11940,515,26,49
11941,515,27,49
11942,515,28,49
11943,515,29,49
11944,515,30,49
11945,515,31,49
11946,515,32,49
11947,515,33,48
11948,515,34,48
11949,515,35,48
11950,515,36,48
11951,515,37,48
11952,515,38,48
11953,527,2,45
11954,527,3,45
11955,527,4,45
11956,527,5,45
11957,527,6,45
11958,527,7,45
11959,527,8,45
11960,527,9,45
11961,527,10,45
11962,527,11,45
11963,527,12,45
11964,527,13,45
11965,527,14,45
11966,527,15,45
11967,527,16,45
11968,527,17,45
11969,527,18,45
11970,527,19,45
11971,527,20,45
11972,527,21,45
11973,527,22,45
11974,527,23,45
11975,527,24,45
11976,527,25,45
11977,527,26,45
11978,527,27,45
11979,527,28,45
11980,527,29,45
11981,527,30,45
11982,527,31,45
11983,527,32,44
11984,527,33,44
11985,527,34,44
11986,527,35,44
11987,527,36,44
11988,527,37,44
11989,527,38,43
11990,558,15,40
11991,558,16,40
11992,558,17,40
11993,558,18,40
11994,558,19,40
11995,558,20,40
11996,558,21,40
11997,558,22,40
11998,558,23,40
11999,558,24,40
12000,558,25,40
12001,558,26,40
12002,558,27,40
12003,558,28,40
12004,558,29,40
12005,558,30,40
12006,558,31,40
12007,558,32,40
12008,558,33,40
12009,558,34,40
12010,558,35,40
12011,558,36,40
12012,558,37,40
12013,558,38,40
12014,571,22,55
12015,571,23,55
12016,571,24,55
12017,571,25,55
12018,571,26,55
12019,571,27,55
12020,571,28,55
12021,571,29,55
12022,571,30,55
12023,571,31,55
12024,571,32,55
12025,571,33,55
12026,571,34,55
12027,571,35,55
12028,571,36,55
12029,571,37,55
12030,571,38,55
12031,591,25,60
12032,591,26,60
12033,591,27,60
12034,591,28,60
12035,591,29,60
12036,591,30,60
12037,591,31,60
12038,591,32,60
12039,591,33,61
12040,591,34,61
12041,591,35,61
12042,591,36,61
12043,591,37,60
12044,591,38,60
12045,237,1,50
12046,237,2,50
12047,237,3,50
12048,237,4,49
12049,237,5,49
12050,237,6,49
12051,237,7,49
12052,237,8,49
12053,237,9,48
12054,237,10,48
12055,237,11,48
12056,237,12,48
12057,237,13,48
12058,237,14,48
12059,237,15,48
12060,237,16,48
12061,237,17,48
12062,237,18,48
12063,237,19,48
12064,237,20,48
12065,237,21,48
12066,237,22,48
12067,237,23,47
12068,237,24,47
12069,237,25,47
12070,237,26,47
12071,237,27,47
12072,237,28,47
12073,237,29,47
12074,237,30,47
12075,237,31,47
12076,237,32,47
12077,237,33,47
12078,237,34,47
12079,237,35,47
12080,237,36,47
12081,237,37,47
12082,237,38,47
12083,238,1,50
12084,238,2,50
12085,238,3,49
12086,238,4,49
12087,238,5,49
12088,238,6,49
12089,238,7,49
12090,238,8,49
12091,238,9,49
12092,238,10,49
12093,238,11,49
12094,238,12,49
12095,238,13,49
12096,238,14,49
12097,238,15,49
12098,238,16,49
12099,238,17,49
12100,238,18,49
12101,238,19,49
12102,238,20,49
12103,238,21,49
12104,238,22,49
12105,238,23,49
12106,238,24,49
12107,238,25,49
12108,238,26,49
12109,238,27,49
12110,238,28,49
12111,238,29,49
12112,238,30,49
12113,238,31,49
12114,238,32,49
12115,238,33,49
12116,238,34,49
12117,238,35,49
12118,238,36,49
12119,238,37,49
12120,238,38,49
12121,239,1,50
12122,239,2,50
12123,239,3,50
12124,239,4,50
12125,239,5,49
12126,239,6,49
12127,239,7,49
12128,239,8,49
12129,239,9,49
12130,239,10,49
12131,239,11,49
12132,239,12,49
12133,239,13,49
12134,239,14,49
12135,239,15,49
12136,239,16,49
12137,239,17,49
12138,239,18,49
12139,239,19,49
12140,239,20,49
12141,239,21,49
12142,239,22,49
12143,239,23,49
12144,239,24,49
12145,239,25,49
12146,239,26,49
12147,239,27,49
12148,239,28,49
12149,239,29,49
12150,239,30,49
12151,239,31,49
12152,239,32,49
12153,239,33,49
12154,239,34,49
12155,239,35,49
12156,239,36,49
12157,239,37,49
12158,239,38,49
12159,240,1,45
12160,240,2,45
12161,240,3,44
12162,240,4,44
12163,240,5,43
12164,240,6,43
12165,240,7,43
12166,240,8,43
12167,240,9,42
12168,240,10,42
12169,240,11,42
12170,240,12,42
12171,240,13,42
12172,240,14,42
12173,240,15,42
12174,240,16,42
12175,240,17,42
12176,240,18,42
12177,240,19,42
12178,240,20,42
12179,240,21,42
12180,240,22,41
12181,240,23,41
12182,240,24,41
12183,240,25,41
12184,240,26,41
12185,240,27,41
12186,240,28,41
12187,240,29,41
12188,240,30,41
12189,240,31,41
12190,240,32,41
12191,240,33,41
12192,240,34,41
12193,240,35,41
12194,240,36,41
12195,240,37,41
12196,240,38,41
12197,242,1,50
12198,242,2,50
12199,242,3,50
12200,242,4,50
12201,242,5,50
12202,242,6,51
12203,242,7,51
12204,242,8,51
12205,242,9,51
12206,242,10,51
12207,242,11,51
12208,242,12,51
12209,242,13,51
12210,242,14,51
12211,242,15,51
12212,242,16,51
12213,242,17,50
12214,242,18,50
12215,242,19,49
12216,242,20,49
12217,242,21,49
12218,242,22,49
12219,242,23,49
12220,242,24,49
12221,242,25,49
12222,242,26,49
12223,242,27,49
12224,242,28,48
12225,242,29,48
12226,242,30,48
12227,242,31,48
12228,242,32,48
12229,242,33,48
12230,242,34,48
12231,242,35,48
12232,242,36,48
12233,242,37,48
12234,242,38,48
12235,243,1,50
12236,243,2,50
12237,243,3,49
12238,243,4,49
12239,243,5,49
12240,243,6,49
12241,243,7,49
12242,243,8,49
12243,243,9,49
12244,243,10,49
12245,243,11,49
12246,243,12,49
12247,243,13,49
12248,243,14,49
12249,243,15,49
12250,243,16,49
12251,243,17,49
12252,243,18,49
12253,243,19,49
12254,243,20,49
12255,243,21,49
12256,243,22,49
12257,243,23,49
12258,243,24,49
12259,243,25,49
12260,243,26,49
12261,243,27,49
12262,243,28,49
12263,243,29,49
12264,243,30,49
12265,243,31,49
12266,243,32,49
12267,243,33,49
12268,243,34,49
12269,243,35,49
12270,243,36,49
12271,243,37,49
12272,243,38,49
12273,244,1,45
12274,244,2,45
12275,244,3,44
12276,244,4,44
12277,244,5,44
12278,244,6,44
12279,244,7,44
12280,244,8,44
12281,244,9,44
12282,244,10,44
12283,244,11,44
12284,244,12,44
12285,244,13,44
12286,244,14,44
12287,244,15,44
12288,244,16,44
12289,244,17,44
12290,244,18,44
12291,244,19,44
12292,244,20,44
12293,244,21,44
12294,244,22,44
12295,244,23,44
12296,244,24,44
12297,244,25,44
12298,244,26,44
12299,244,27,44
12300,244,28,44
12301,244,29,44
12302,244,30,44
12303,244,31,44
12304,244,32,44
12305,244,33,44
12306,244,34,44
12307,244,35,44
12308,244,36,44
12309,244,37,44
12310,244,38,44
12311,245,1,50
12312,245,2,50
12313,245,3,50
12314,245,4,50
12315,245,5,50
12316,245,6,50
12317,245,7,51
12318,245,8,51
12319,245,9,52
12320,245,10,51
12321,245,11,51
12322,245,12,50
12323,245,13,51
12324,245,14,52
12325,245,15,53
12326,245,16,54
12327,245,17,53
12328,245,18,52
12329,245,19,52
12330,245,20,51
12331,245,21,51
12332,245,22,52
12333,245,23,52
12334,245,24,52
12335,245,25,52
12336,245,26,52
12337,245,27,52
12338,245,28,52
12339,245,29,54
12340,245,30,55
12341,245,31,56
12342,245,32,56
12343,245,33,55
12344,245,34,55
12345,245,35,55
12346,245,36,56
12347,245,37,57
12348,245,38,58
12349,246,1,60
12350,246,2,60
12351,246,3,60
12352,246,4,60
12353,246,5,60
12354,246,6,60
12355,246,7,60
12356,246,8,59
12357,246,9,59
12358,246,10,59
12359,246,11,59
12360,246,12,59
12361,246,13,60
12362,246,14,60
12363,246,15,60
12364,246,16,61
12365,246,17,62
12366,246,18,62
12367,246,19,63
12368,246,20,64
12369,246,21,64
12370,246,22,64
12371,246,23,65
12372,246,24,65
12373,246,25,65
12374,246,26,65
12375,246,27,65
12376,246,28,65
12377,246,29,65
12378,246,30,66
12379,246,31,66
12380,246,32,66
12381,246,33,66
12382,246,34,66
12383,246,35,66
12384,246,36,67
12385,246,37,67
12386,246,38,67
12387,247,1,60
12388,247,2,60
12389,247,3,60
12390,247,4,61
12391,247,5,61
12392,247,6,62
12393,247,7,63
12394,247,8,63
12395,247,9,63
12396,247,10,64
12397,247,11,64
12398,247,12,64
12399,247,13,65
12400,247,14,65
12401,247,15,65
12402,247,16,64
12403,247,17,65
12404,247,18,66
12405,247,19,66
12406,247,20,66
12407,247,21,66
12408,247,22,66
12409,247,23,67
12410,247,24,67
12411,247,25,68
12412,247,26,68
12413,247,27,68
12414,247,28,68
12415,247,29,68
12416,247,30,69
12417,247,31,69
12418,247,32,69
12419,247,33,68
12420,247,34,68
12421,247,35,68
12422,247,36,68
12423,247,37,68
12424,247,38,67
12425,248,1,65
12426,248,2,65
12427,248,3,65
12428,248,4,65
12429,248,5,65
12430,248,6,64
12431,248,7,64
12432,248,8,64
12433,248,9,64
12434,248,10,64
12435,248,11,64
12436,248,12,64
12437,248,13,64
12438,248,14,64
12439,248,15,64
12440,248,16,64
12441,248,17,64
12442,248,18,64
12443,248,19,64
12444,248,20,64
12445,248,21,64
12446,248,22,64
12447,248,23,64
12448,248,24,64
12449,248,25,64
12450,248,26,64
12451,248,27,64
12452,248,28,64
12453,248,29,64
12454,248,30,64
12455,248,31,64
12456,248,32,64
12457,248,33,64
12458,248,34,64
12459,248,35,64
12460,248,36,64
12461,248,37,64
12462,248,38,64
12463,249,1,55
12464,249,2,55
12465,249,3,54
12466,249,4,54
12467,249,5,53
12468,249,6,53
12469,249,7,53
12470,249,8,53
12471,249,9,53
12472,249,10,53
12473,249,11,53
12474,249,12,53
12475,249,13,53
12476,249,14,53
12477,249,15,53
12478,249,16,53
12479,249,17,53
12480,249,18,53
12481,249,19,53
12482,249,20,53
12483,249,21,53
12484,249,22,53
12485,249,23,53
12486,249,24,53
12487,249,25,53
12488,249,26,53
12489,249,27,53
12490,249,28,53
12491,249,29,53
12492,249,30,53
12493,249,31,53
12494,249,32,53
12495,249,33,53
12496,249,34,53
12497,249,35,53
12498,249,36,53
12499,249,37,53
12500,249,38,53
12501,250,1,70
12502,250,2,70
12503,250,3,69
12504,250,4,69
12505,250,5,69
12506,250,6,69
12507,250,7,69
12508,250,8,69
12509,250,9,69
12510,250,10,69
12511,250,11,69
12512,250,12,69
12513,250,13,69
12514,250,14,69
12515,250,15,69
12516,250,16,69
12517,250,17,69
12518,250,18,69
12519,250,19,69
12520,250,20,69
12521,250,21,69
12522,250,22,69
12523,250,23,69
12524,250,24,69
